direccion|precio_uf|metros_cuadrados|dormitorios|banios|estaciones_de_metro_tmin|estaciones_de_metro_tmax|estaciones_de_metro_tavg|estaciones_de_metro_dmin|estaciones_de_metro_dmax|estaciones_de_metro_davg|paraderos_tmin|paraderos_tmax|paraderos_tavg|paraderos_dmin|paraderos_dmax|paraderos_davg|jardines_infantiles_tmin|jardines_infantiles_tmax|jardines_infantiles_tavg|jardines_infantiles_dmin|jardines_infantiles_dmax|jardines_infantiles_davg|colegios_tmin|colegios_tmax|colegios_tavg|colegios_dmin|colegios_dmax|colegios_davg|universidades_tmin|universidades_tmax|universidades_tavg|universidades_dmin|universidades_dmax|universidades_davg|plazas_tmin|plazas_tmax|plazas_tavg|plazas_dmin|plazas_dmax|plazas_davg|supermercados_tmin|supermercados_tmax|supermercados_tavg|supermercados_dmin|supermercados_dmax|supermercados_davg|farmacias_tmin|farmacias_tmax|farmacias_tavg|farmacias_dmin|farmacias_dmax|farmacias_davg|centros_comerciales_tmin|centros_comerciales_tmax|centros_comerciales_tavg|centros_comerciales_dmin|centros_comerciales_dmax|centros_comerciales_davg|clinicas_tmin|clinicas_tmax|clinicas_tavg|clinicas_dmin|clinicas_dmax|clinicas_davg|hospitales_tmin|hospitales_tmax|hospitales_tavg|hospitales_dmin|hospitales_dmax|hospitales_davg
Santiago Concha 1.148, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|2900|61|2|2|4.0|4.0|4.0|329.0|329.0|329.0|3.0|4.0|3.2|206.0|314.0|244.0|11.0|13.0|12.0|839.0|999.0|919.0|4.0|6.0|5.0|282.0|459.0|387.2|3.0|3.0|3.0|246.0|246.0|246.0|7.0|7.0|7.0|545.0|545.0|545.0|12.0|12.0|12.0|936.0|936.0|936.0|7.0|13.0|10.3|562.0|995.0|812.7|||||||5.0|11.0|8.2|401.0|867.0|639.0|3.0|12.0|7.5|204.0|907.0|555.5
San Martín, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2500|43|1|1|4.0|12.0|8.3|335.0|939.0|664.3|0.0|3.0|2.0|7.0|257.0|166.0|6.0|9.0|6.8|440.0|728.0|524.4|2.0|9.0|6.0|122.0|689.0|463.4|4.0|12.0|9.6|330.0|941.0|762.2|4.0|6.0|5.3|288.0|449.0|395.3|3.0|10.0|6.8|255.0|751.0|528.4|3.0|4.0|3.7|245.0|300.0|280.7|6.0|12.0|10.0|477.0|927.0|781.6|8.0|11.0|9.2|655.0|891.0|735.4||||||
Venta Departamento En Lira Con Sta Victoria, Santa Isabel, Santiago, RM (Metropolitana)|2672|50|2|2|12.0|12.0|12.0|952.0|952.0|952.0|2.0|5.0|3.8|171.0|414.0|308.2|3.0|10.0|7.0|255.0|795.0|543.6|5.0|7.0|6.2|424.0|577.0|489.6|3.0|11.0|6.2|252.0|866.0|480.2|2.0|7.0|4.0|126.0|519.0|300.4|7.0|10.0|8.2|546.0|800.0|635.4|6.0|8.0|7.2|494.0|659.0|564.4|||||||3.0|12.0|8.2|221.0|975.0|654.8|6.0|10.0|8.0|451.0|748.0|611.0
Avenida Portugal 300 - 600, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|2800|58|2|2|8.0|8.0|8.0|588.0|588.0|588.0|3.0|3.0|3.0|206.0|248.0|227.0|3.0|11.0|8.0|257.0|863.0|636.8|3.0|5.0|4.2|200.0|406.0|320.0|5.0|11.0|9.4|370.0|872.0|733.8|6.0|9.0|7.6|463.0|692.0|580.8|0.0|9.0|5.0|6.0|710.0|387.5|2.0|7.0|4.0|126.0|530.0|304.8|||||||5.0|12.0|10.0|418.0|965.0|785.0|9.0|13.0|11.0|733.0|991.0|872.7
Coquimbo 1331, Santiago, Chile, Parque Almagro, Santiago, RM (Metropolitana)|3494|75|3|2|10.0|11.0|10.5|744.0|856.0|800.0|3.0|4.0|3.5|225.0|279.0|252.2|3.0|12.0|6.8|244.0|956.0|525.2|3.0|6.0|4.2|267.0|485.0|330.2|7.0|13.0|10.0|578.0|999.0|798.2|3.0|10.0|8.2|238.0|803.0|640.6|4.0|13.0|8.4|338.0|999.0|665.8|5.0|8.0|7.0|415.0|624.0|543.4|||||||3.0|12.0|8.0|241.0|944.0|617.7||||||
Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2300|0|1|1|6.0|8.0|7.3|470.0|614.0|558.3|2.0|3.0|2.5|175.0|218.0|196.5|5.0|11.0|9.0|429.0|840.0|706.0|5.0|10.0|8.4|365.0|809.0|661.8|8.0|12.0|9.6|617.0|926.0|745.0|5.0|7.0|5.8|418.0|507.0|449.8|4.0|8.0|5.8|287.0|629.0|461.8|3.0|4.0|3.2|197.0|325.0|237.8|4.0|9.0|7.0|349.0|708.0|548.2|2.0|10.0|7.0|190.0|806.0|553.0||||||
|3607|0|0|0|6.0|6.0|6.0|492.0|492.0|492.0|3.0|3.0|3.0|214.0|261.0|239.2|12.0|12.0|12.0|927.0|927.0|927.0|2.0|11.0|6.0|157.0|845.0|462.3|||||||7.0|10.0|8.3|539.0|767.0|637.3|5.0|5.0|5.0|380.0|380.0|380.0|11.0|11.0|11.0|879.0|879.0|879.0||||||||||||||||||
Avenida Santa Rosa 991, Santiago, Chile, San Diego, Santiago, RM (Metropolitana)|2150|48|2|1|2.0|2.0|2.0|179.0|179.0|179.0|2.0|3.0|2.8|194.0|234.0|218.0|8.0|12.0|10.2|623.0|948.0|800.5|3.0|5.0|4.2|232.0|407.0|321.4|8.0|8.0|8.0|600.0|600.0|600.0|8.0|12.0|10.5|658.0|944.0|822.5|9.0|11.0|10.0|721.0|847.0|784.0|4.0|12.0|8.4|320.0|974.0|670.4|||||||10.0|12.0|10.7|791.0|907.0|833.7|8.0|11.0|9.5|661.0|884.0|772.5
Avenida Santa Rosa, San Diego, Santiago, RM (Metropolitana)|1800|25|1|1|10.0|10.0|10.0|800.0|813.0|806.5|2.0|4.0|3.0|146.0|298.0|225.8|4.0|6.0|5.2|300.0|474.0|396.6|3.0|9.0|6.0|259.0|687.0|472.0|4.0|13.0|8.5|318.0|990.0|656.5|3.0|6.0|4.4|207.0|485.0|342.6|5.0|10.0|8.0|414.0|801.0|624.4|6.0|8.0|7.0|499.0|650.0|547.6|11.0|11.0|11.0|831.0|895.0|863.0|10.0|13.0|11.2|797.0|978.0|881.8|4.0|10.0|7.0|316.0|810.0|563.0
Catedral 1582, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3240|60|2|2|4.0|11.0|8.3|292.0|857.0|636.3|2.0|2.0|2.0|129.0|183.0|163.8|4.0|8.0|5.8|300.0|607.0|454.4|4.0|7.0|6.2|279.0|583.0|475.4|2.0|12.0|9.2|171.0|948.0|719.8|2.0|6.0|4.7|170.0|490.0|379.3|5.0|11.0|7.8|376.0|825.0|605.8|3.0|5.0|4.5|212.0|428.0|352.0|8.0|12.0|10.8|635.0|968.0|858.2|9.0|12.0|10.4|728.0|959.0|828.2||||||
San Pablo - San Martín, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3700|56|2|2|6.0|10.0|8.0|495.0|744.0|619.5|0.0|3.0|1.7|10.0|223.0|139.0|3.0|10.0|7.8|211.0|774.0|596.6|2.0|7.0|4.8|149.0|579.0|382.4|4.0|8.0|6.0|330.0|625.0|477.5|3.0|6.0|4.8|219.0|505.0|363.2|7.0|11.0|10.0|563.0|881.0|780.2|6.0|8.0|7.0|434.0|653.0|546.2|11.0|12.0|11.5|872.0|961.0|916.5|10.0|10.0|10.0|801.0|801.0|801.0||||||
Avenida Santa Rosa 249, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|1478|30|1|1|8.0|12.0|10.7|648.0|923.0|826.0|0.0|4.0|2.8|30.0|299.0|213.2|2.0|6.0|4.4|147.0|488.0|341.8|4.0|7.0|5.6|288.0|546.0|430.8|5.0|12.0|9.2|372.0|933.0|714.6|2.0|7.0|5.0|162.0|543.0|393.2|4.0|9.0|7.0|289.0|723.0|529.0|4.0|6.0|5.4|346.0|472.0|419.2|9.0|12.0|10.8|678.0|970.0|834.0|8.0|12.0|10.6|653.0|912.0|839.4|3.0|12.0|8.0|232.0|962.0|639.7
Metro Baquedano L1 Y L5, Barrio San Borja, Santiago, RM (Metropolitana)|4650|60|2|2|5.0|12.0|9.2|368.0|942.0|720.2|2.0|3.0|2.4|130.0|271.0|198.0|5.0|12.0|10.2|354.0|948.0|801.8|7.0|11.0|9.4|546.0|842.0|740.4|4.0|7.0|6.2|322.0|578.0|507.6|3.0|5.0|4.5|208.0|416.0|345.8|4.0|12.0|8.2|328.0|956.0|637.4|3.0|8.0|5.2|257.0|626.0|418.2|4.0|4.0|4.0|293.0|293.0|293.0|10.0|12.0|11.0|767.0|924.0|861.3|7.0|12.0|9.7|520.0|974.0|745.7
(mgg) Avenida España , Santiago 2d1b, Barrio República, Santiago, RM (Metropolitana)|3959|48|2|1|||||||2.0|4.0|2.8|151.0|284.0|212.6|4.0|6.0|5.2|345.0|497.0|418.8|2.0|6.0|4.0|141.0|447.0|292.8|2.0|4.0|3.2|167.0|346.0|261.6|8.0|13.0|9.7|592.0|979.0|743.0|8.0|12.0|10.2|649.0|942.0|790.5|8.0|11.0|9.5|610.0|831.0|724.2|12.0|12.0|12.0|951.0|951.0|951.0|5.0|5.0|5.0|429.0|429.0|429.0||||||
Abate Molina /sazie, Barrio República, Santiago, RM (Metropolitana)|2400|36|1|1|6.0|13.0|10.5|473.0|977.0|798.2|4.0|4.0|4.0|283.0|343.0|312.4|9.0|12.0|10.5|702.0|942.0|822.0|3.0|7.0|5.0|225.0|536.0|398.0|4.0|7.0|6.0|305.0|553.0|477.0|5.0|8.0|6.4|408.0|620.0|490.8|9.0|13.0|10.2|671.0|989.0|777.5|6.0|9.0|7.8|484.0|729.0|616.0|3.0|9.0|6.4|231.0|731.0|510.4|4.0|4.0|4.0|325.0|325.0|325.0||||||
Santiago Centro, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3226|48|2|2|4.0|13.0|8.4|276.0|991.0|638.2|0.0|2.0|1.0|39.0|122.0|80.5|5.0|11.0|6.6|361.0|876.0|520.0|3.0|5.0|4.5|235.0|404.0|354.8|5.0|7.0|6.0|368.0|578.0|458.5|3.0|5.0|4.0|202.0|420.0|318.6|2.0|11.0|6.6|128.0|872.0|508.2|2.0|2.0|2.0|141.0|170.0|155.5|8.0|13.0|11.0|604.0|991.0|838.5|3.0|10.0|7.2|227.0|810.0|568.0||||||
Carmen, Barrio Diez de Julio, Santiago, RM (Metropolitana)|3500|56|2|2|12.0|12.0|12.0|966.0|966.0|966.0|2.0|3.0|2.8|117.0|267.0|216.2|5.0|12.0|8.2|418.0|925.0|655.4|5.0|7.0|5.6|399.0|510.0|432.8|7.0|11.0|8.8|527.0|852.0|684.2|5.0|8.0|6.0|402.0|592.0|479.8|9.0|12.0|10.2|710.0|903.0|780.8|9.0|12.0|10.4|708.0|913.0|801.4|||||||10.0|12.0|11.0|799.0|916.0|857.5|10.0|10.0|10.0|794.0|794.0|794.0
Santo Domingo, Barrio Yungay, Santiago, RM (Metropolitana)|2287|20|1|1|8.0|11.0|9.5|647.0|855.0|751.0|2.0|5.0|4.0|162.0|421.0|317.0|9.0|13.0|10.4|710.0|980.0|820.0|3.0|4.0|3.4|224.0|299.0|267.8|||||||2.0|2.0|2.0|155.0|155.0|155.0|4.0|12.0|9.0|317.0|924.0|705.8|4.0|12.0|8.0|315.0|941.0|630.4|||||||5.0|5.0|5.0|409.0|409.0|409.0|9.0|9.0|9.0|697.0|697.0|697.0
Vendo Centrico Departamento(recibo Ofertas), Santa Isabel, Santiago, RM (Metropolitana)|1900|32|1|1|12.0|12.0|12.0|967.0|967.0|967.0|2.0|5.0|4.0|186.0|429.0|326.2|4.0|10.0|7.0|314.0|806.0|557.2|6.0|7.0|6.6|439.0|567.0|515.0|3.0|12.0|6.6|242.0|936.0|504.8|2.0|6.0|3.8|176.0|459.0|294.4|7.0|11.0|8.6|540.0|879.0|667.8|7.0|9.0|7.8|509.0|719.0|606.2|||||||3.0|11.0|7.7|235.0|856.0|590.0|7.0|10.0|8.3|511.0|807.0|647.3
Oportunidad De Inversión! Financiamos 15%, Franklin - Biobío, Santiago, RM (Metropolitana)|1900|30|2|1|10.0|10.0|10.0|784.0|784.0|784.0|2.0|3.0|2.8|191.0|266.0|226.0|5.0|9.0|6.2|360.0|731.0|493.2|2.0|7.0|5.0|181.0|581.0|404.2|||||||6.0|10.0|8.8|434.0|797.0|670.5|5.0|13.0|8.7|359.0|999.0|671.7|3.0|5.0|4.0|225.0|372.0|301.8|7.0|8.0|7.5|542.0|594.0|568.0|||||||13.0|13.0|13.0|997.0|997.0|997.0
Avenida Santa Isabel 747, Santiago, Chile, San Diego, Santiago, RM (Metropolitana)|3250|62|2|2|7.0|7.0|7.0|583.0|583.0|583.0|2.0|4.0|3.2|173.0|305.0|240.2|4.0|10.0|6.8|302.0|797.0|545.4|4.0|11.0|8.8|290.0|879.0|672.0|9.0|10.0|9.7|666.0|787.0|741.3|4.0|6.0|4.8|285.0|484.0|369.4|9.0|12.0|10.6|679.0|961.0|820.4|3.0|9.0|6.6|245.0|737.0|528.6|||||||9.0|12.0|11.0|716.0|965.0|875.0|9.0|9.0|9.0|664.0|664.0|664.0
Mac Iver/santo Domingo, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1990|34|1|1|6.0|12.0|8.8|443.0|961.0|674.8|2.0|2.0|2.0|139.0|161.0|150.0|5.0|12.0|8.5|409.0|907.0|658.0|3.0|13.0|9.5|233.0|999.0|738.0|0.0|8.0|3.0|37.0|625.0|237.0|7.0|9.0|8.4|563.0|740.0|658.8|3.0|5.0|4.0|228.0|402.0|314.0|2.0|3.0|2.8|169.0|258.0|213.0|2.0|7.0|5.0|174.0|574.0|397.4|3.0|9.0|6.6|272.0|687.0|505.6||||||
Av Matta, 1 - 300, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|1900|30|1|1|4.0|4.0|4.0|307.0|307.0|307.0|2.0|2.0|2.0|120.0|164.0|140.3|||||||2.0|3.0|2.8|162.0|271.0|222.8|12.0|12.0|12.0|921.0|921.0|921.0|3.0|11.0|7.0|242.0|846.0|544.6|5.0|12.0|8.2|358.0|927.0|617.8|4.0|7.0|5.2|350.0|518.0|407.5|||||||5.0|10.0|8.3|364.0|814.0|640.7||||||
Bandera / General Mackenna 15, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3080|54|2|2|7.0|12.0|9.5|577.0|903.0|740.0|0.0|2.0|1.0|17.0|132.0|74.5|8.0|11.0|10.2|624.0|864.0|789.5|10.0|13.0|11.2|803.0|996.0|873.8|7.0|9.0|8.3|584.0|693.0|651.3|6.0|8.0|7.2|507.0|631.0|582.8|5.0|5.0|5.0|358.0|401.0|377.5|2.0|4.0|3.2|152.0|342.0|263.2|5.0|10.0|8.0|387.0|780.0|633.2|4.0|11.0|8.4|349.0|882.0|659.0||||||
Lord Cochrane Con Tarapaca, Bulnes, Santiago, RM (Metropolitana)|2000|34|1|1|7.0|12.0|9.8|567.0|923.0|775.0|2.0|3.0|2.4|129.0|271.0|201.8|2.0|11.0|5.4|162.0|883.0|418.6|2.0|5.0|3.2|192.0|416.0|250.2|3.0|4.0|3.4|256.0|281.0|271.2|6.0|7.0|6.4|457.0|579.0|515.4|5.0|8.0|6.8|387.0|615.0|525.2|3.0|6.0|4.6|248.0|505.0|367.4|6.0|8.0|7.0|495.0|610.0|552.5|4.0|8.0|6.4|327.0|657.0|514.0||||||
Santo Domingo 1355, Santiago, Región Metropolitana, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|5900|114|3|3|6.0|9.0|7.7|460.0|728.0|592.3|2.0|3.0|2.5|161.0|242.0|201.5|4.0|10.0|8.2|316.0|766.0|643.0|5.0|9.0|7.4|417.0|698.0|580.8|8.0|12.0|10.0|590.0|912.0|776.8|4.0|5.0|4.7|299.0|389.0|351.3|5.0|10.0|7.0|406.0|743.0|528.0|3.0|4.0|3.8|240.0|330.0|300.5|6.0|11.0|8.6|468.0|827.0|667.0|4.0|12.0|8.6|308.0|924.0|678.0||||||
General Jofré 307, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|2400|39|1|1|9.0|11.0|10.0|670.0|820.0|751.3|2.0|3.0|2.2|127.0|244.0|166.5|3.0|11.0|7.2|195.0|894.0|559.0|7.0|9.0|8.4|555.0|716.0|659.4|4.0|7.0|5.2|331.0|542.0|406.0|4.0|9.0|6.2|312.0|711.0|497.6|3.0|8.0|6.0|265.0|624.0|487.5|2.0|5.0|3.0|119.0|397.0|213.0|||||||6.0|11.0|8.2|465.0|863.0|645.6|4.0|7.0|5.7|316.0|554.0|442.0
Santa Isabel, Santiago, RM (Metropolitana)|1940|36|1|1|11.0|12.0|11.5|882.0|936.0|909.0|3.0|4.0|3.4|198.0|340.0|266.2|2.0|7.0|5.2|191.0|533.0|409.4|2.0|7.0|5.2|150.0|578.0|408.8|3.0|11.0|6.8|209.0|880.0|535.2|0.0|7.0|4.0|14.0|511.0|288.8|4.0|11.0|8.8|305.0|864.0|672.4|6.0|8.0|7.4|486.0|655.0|593.6|12.0|13.0|12.5|913.0|991.0|952.0|9.0|12.0|10.2|668.0|920.0|783.5|3.0|13.0|8.3|206.0|987.0|631.3
Eleuterio Ramírez 710, Departamento 603, Santiago, Chile, San Diego, Santiago, RM (Metropolitana)|3763|61|3|2|10.0|10.0|10.0|771.0|800.0|785.5|2.0|4.0|3.0|154.0|346.0|236.0|3.0|6.0|5.0|271.0|445.0|390.4|3.0|8.0|5.8|230.0|658.0|462.4|4.0|12.0|8.0|289.0|960.0|627.2|2.0|7.0|4.8|177.0|528.0|365.0|5.0|9.0|7.2|385.0|731.0|570.6|6.0|7.0|6.4|470.0|584.0|525.6|10.0|11.0|10.5|801.0|830.0|815.5|9.0|13.0|11.0|738.0|975.0|849.6|4.0|10.0|7.0|287.0|781.0|534.0
Merced 300 - 600, Santiago, Chile, Barrio Lastarria, Santiago, RM (Metropolitana)|6990|260|3|3|3.0|12.0|8.4|250.0|920.0|668.6|2.0|3.0|2.8|153.0|261.0|219.8|10.0|13.0|11.3|802.0|985.0|886.7|6.0|12.0|9.2|486.0|973.0|729.5|4.0|9.0|7.6|302.0|695.0|592.0|4.0|8.0|6.4|339.0|622.0|505.4|2.0|8.0|6.4|179.0|608.0|505.2|2.0|5.0|3.0|148.0|373.0|232.0|9.0|10.0|9.4|675.0|809.0|736.4|7.0|12.0|9.0|511.0|926.0|699.4|10.0|10.0|10.0|799.0|799.0|799.0
Enrique Mac Iver 22, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2957|52|1|1|3.0|12.0|8.6|203.0|914.0|651.0|0.0|2.0|1.3|22.0|191.0|128.3|3.0|8.0|5.8|264.0|586.0|432.8|3.0|8.0|5.8|236.0|645.0|465.2|7.0|10.0|8.2|511.0|795.0|635.2|3.0|9.0|6.4|215.0|708.0|487.4|4.0|8.0|6.4|341.0|651.0|511.8|2.0|3.0|2.5|127.0|218.0|179.8|2.0|7.0|5.4|139.0|567.0|419.0|5.0|9.0|7.2|405.0|665.0|561.0|8.0|13.0|10.0|588.0|980.0|758.7
Manuel Antonio Tocornal 601, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|2400|42|2|1|||||||3.0|4.0|3.8|270.0|323.0|302.6|4.0|13.0|8.4|309.0|981.0|646.6|4.0|8.0|5.8|325.0|636.0|454.8|6.0|12.0|8.5|457.0|931.0|658.8|4.0|8.0|6.4|314.0|646.0|505.8|7.0|13.0|9.4|568.0|996.0|731.4|8.0|11.0|9.6|597.0|877.0|743.6|||||||8.0|12.0|10.0|620.0|972.0|796.0|11.0|11.0|11.0|839.0|896.0|867.5
Fray Camilo Henríquez 190, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|2600|50|2|1|6.0|11.0|9.0|507.0|821.0|699.3|2.0|4.0|3.2|125.0|321.0|246.2|6.0|11.0|8.5|466.0|838.0|658.2|7.0|9.0|8.2|564.0|730.0|649.6|3.0|8.0|5.4|264.0|631.0|421.8|2.0|10.0|7.0|144.0|779.0|535.2|3.0|9.0|6.4|241.0|683.0|487.0|2.0|4.0|2.8|134.0|280.0|213.2|||||||6.0|11.0|7.8|473.0|890.0|627.0|4.0|11.0|6.8|291.0|870.0|525.0
Departamento En Santiago (1d+1b), San Diego, Santiago, RM (Metropolitana)|2750|34|1|1|5.0|5.0|5.0|387.0|387.0|387.0|3.0|4.0|3.6|256.0|305.0|281.2|4.0|10.0|7.0|327.0|803.0|552.6|7.0|9.0|8.2|509.0|677.0|614.2|7.0|11.0|9.3|565.0|839.0|741.0|3.0|9.0|6.0|206.0|669.0|457.8|6.0|10.0|8.2|489.0|797.0|632.4|4.0|5.0|4.6|295.0|400.0|346.4|12.0|12.0|12.0|901.0|901.0|901.0|4.0|10.0|7.3|320.0|778.0|578.3||||||
Serrano Con Eyzaguirre, San Diego, Santiago, RM (Metropolitana)|3300|42|2|2|5.0|5.0|5.0|357.0|357.0|357.0|2.0|4.0|3.6|157.0|289.0|261.0|4.0|10.0|7.0|286.0|778.0|546.0|5.0|10.0|8.2|392.0|752.0|638.4|7.0|13.0|10.0|536.0|993.0|782.0|2.0|8.0|4.8|176.0|655.0|383.4|6.0|10.0|8.4|486.0|768.0|657.4|3.0|5.0|3.8|221.0|416.0|296.4|11.0|11.0|11.0|872.0|872.0|872.0|4.0|10.0|8.0|291.0|762.0|600.3|13.0|13.0|13.0|990.0|990.0|990.0
Santa Elena 1760, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|2300|30|1|1|5.0|5.0|5.0|369.0|369.0|369.0|2.0|3.0|2.5|123.0|230.0|190.0|10.0|10.0|10.0|802.0|802.0|802.0|0.0|12.0|6.8|31.0|908.0|541.0|||||||6.0|9.0|7.7|484.0|663.0|597.3|3.0|3.0|3.0|258.0|258.0|258.0||||||||||||||||||||||||
Almirante Latorre 402, Santiago, Chile, Ejército - Toesca, Santiago, RM (Metropolitana)|2650|52|2|2|9.0|10.0|9.5|673.0|815.0|744.0|2.0|4.0|3.2|176.0|304.0|258.8|2.0|4.0|3.6|181.0|346.0|288.4|3.0|6.0|4.8|231.0|473.0|364.0|4.0|5.0|4.8|337.0|427.0|390.8|4.0|8.0|7.0|273.0|663.0|546.0|2.0|11.0|6.6|161.0|877.0|512.8|3.0|11.0|6.4|266.0|848.0|503.6|||||||7.0|8.0|7.5|523.0|587.0|555.0||||||
Departamento En Venta En Santiago, Ejército - Toesca, Santiago, RM (Metropolitana)|2900|54|2|1|6.0|6.0|6.0|496.0|496.0|496.0|3.0|4.0|3.6|204.0|310.0|275.0|2.0|4.0|2.8|156.0|274.0|202.2|3.0|7.0|4.2|223.0|533.0|326.4|3.0|6.0|4.6|199.0|462.0|349.4|6.0|7.0|6.2|432.0|525.0|492.8|3.0|9.0|5.8|210.0|685.0|440.8|0.0|6.0|3.0|9.0|505.0|238.4|||||||3.0|8.0|6.0|203.0|607.0|454.3||||||
Lord Cochrane 1431, Santiago, Chile, Parque O'Higgins, Santiago, RM (Metropolitana)|1478|33|1|1|11.0|12.0|11.5|868.0|950.0|909.0|4.0|5.0|4.5|298.0|401.0|354.8|3.0|11.0|7.6|220.0|887.0|587.0|2.0|8.0|5.2|192.0|650.0|426.4|||||||10.0|12.0|10.7|774.0|957.0|835.7|5.0|11.0|8.0|384.0|840.0|612.0|9.0|12.0|10.8|691.0|944.0|832.2||||||||||||||||||
San Diego, Santiago, RM (Metropolitana)|2300|42|1|1|5.0|12.0|8.7|355.0|963.0|669.7|2.0|4.0|3.4|185.0|321.0|271.2|4.0|10.0|7.2|280.0|810.0|571.4|7.0|9.0|8.0|520.0|737.0|616.2|7.0|9.0|7.8|563.0|734.0|624.0|4.0|9.0|6.8|308.0|664.0|534.0|3.0|7.0|4.2|199.0|543.0|320.4|2.0|4.0|3.2|177.0|300.0|246.2|5.0|12.0|8.3|413.0|932.0|657.0|4.0|13.0|8.8|294.0|997.0|679.8|9.0|9.0|9.0|731.0|731.0|731.0
A Pasos De La Estación Del Metro Toesca, Barrio Yungay, Santiago, RM (Metropolitana)|1890|0|1|1|0.0|10.0|6.8|0.0|758.0|512.8|2.0|2.0|2.0|131.0|182.0|149.5|8.0|12.0|10.3|635.0|919.0|796.7|3.0|6.0|4.8|263.0|491.0|384.8|9.0|12.0|10.6|677.0|961.0|825.8|3.0|3.0|3.0|208.0|208.0|208.0|10.0|12.0|11.2|770.0|907.0|861.2|3.0|4.0|3.5|259.0|341.0|294.8|3.0|8.0|5.2|257.0|604.0|403.8|3.0|3.0|3.0|263.0|263.0|263.0||||||
Excelente Ubicación, Bulnes, Santiago, RM (Metropolitana)|2990|72|2|2|9.0|10.0|9.7|734.0|770.0|749.7|3.0|4.0|3.7|246.0|350.0|303.3|3.0|6.0|5.2|197.0|455.0|378.0|5.0|7.0|6.4|362.0|558.0|486.4|8.0|12.0|10.0|598.0|966.0|796.6|4.0|8.0|6.2|316.0|629.0|483.4|4.0|7.0|5.8|294.0|535.0|448.0|3.0|5.0|3.8|202.0|369.0|294.0|7.0|12.0|10.0|554.0|936.0|777.8|9.0|12.0|10.6|673.0|921.0|818.4|5.0|11.0|8.0|386.0|879.0|632.5
Santo Domingo 1355, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3325|50|1|1|6.0|9.0|7.7|460.0|728.0|592.3|2.0|3.0|2.5|161.0|242.0|201.5|4.0|10.0|8.2|316.0|766.0|643.0|5.0|9.0|7.4|417.0|698.0|580.8|8.0|12.0|10.0|590.0|912.0|776.8|4.0|5.0|4.7|299.0|389.0|351.3|5.0|10.0|7.0|406.0|743.0|528.0|3.0|4.0|3.8|240.0|330.0|300.5|6.0|11.0|8.6|468.0|827.0|667.0|4.0|12.0|8.6|308.0|924.0|678.0||||||
San Isidro 951, Santiago, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana)|3345|70|3|1|5.0|5.0|5.0|404.0|404.0|404.0|4.0|5.0|4.2|295.0|356.0|330.8|8.0|9.0|8.5|651.0|678.0|664.5|2.0|8.0|4.8|147.0|626.0|386.2|6.0|6.0|6.0|452.0|452.0|452.0|8.0|11.0|9.8|663.0|890.0|773.8|11.0|11.0|11.0|878.0|878.0|878.0|8.0|13.0|10.2|632.0|993.0|812.8|||||||8.0|10.0|9.0|643.0|759.0|701.0|7.0|7.0|7.0|552.0|552.0|552.0
Alameda, Barrio Lastarria, Santiago, RM (Metropolitana)|11500|185|4|3|2.0|11.0|7.0|145.0|836.0|536.5|2.0|2.0|2.0|140.0|140.0|140.0|9.0|12.0|10.8|700.0|902.0|827.6|8.0|12.0|10.2|600.0|928.0|784.8|2.0|8.0|5.4|127.0|647.0|430.0|2.0|7.0|4.6|142.0|524.0|354.2|2.0|11.0|7.4|194.0|882.0|594.8|4.0|7.0|6.0|333.0|579.0|480.6|7.0|10.0|8.5|556.0|753.0|654.5|7.0|13.0|10.0|518.0|986.0|763.8|5.0|13.0|9.7|379.0|978.0|730.0
Barrio Lastarria, Santiago, RM (Metropolitana)|4190|62|2|1|6.0|10.0|8.2|438.0|767.0|632.8|3.0|4.0|3.8|242.0|321.0|296.4|10.0|13.0|11.5|786.0|993.0|889.5|10.0|13.0|11.6|816.0|988.0|890.6|5.0|9.0|7.8|420.0|736.0|620.0|2.0|6.0|4.6|151.0|467.0|351.6|6.0|12.0|9.2|487.0|917.0|719.8|3.0|8.0|6.4|233.0|624.0|482.4|6.0|13.0|10.7|444.0|985.0|803.0|10.0|12.0|11.2|804.0|917.0|866.2|9.0|9.0|9.0|672.0|672.0|672.0
